Type;District;Rooms;Vacancies;Suites;Area;Value;Condominium;Taxes
Commercial Set;Copacabana;0;1;0;166;7000;3400;6468
Commercial Set;Centro;0;0;0;323;12000;5520;
Apartment;Gardênia Azul;2;0;0;38;800;;
Shed/Warehouse;Bonsucesso;0;0;0;411;11000;;12681
Loft;Urca;1;0;1;64;2500;650;1577
Apartment;Copacabana;3;0;2;120;6000;977;234
Shed/Warehouse;Bonsucesso;0;20;0;800;6000;;252
Apartment;Barra da Tijuca;2;2;1;105;6000;2450;2070
Apartment;Botafogo;3;2;1;157;4400;1950;360
Apartment;Barra da Tijuca;2;1;1;82;2300;1260;265
Whole Building;Centro;0;0;0;675;35000;;
Apartment;Jacarepaguá;2;1;0;64;2100;650;416
Apartment;Bangu;2;1;0;56;1000;370;
Apartment;Andaraí;3;2;1;103;1700;640;
Kitchenette;Copacabana;1;0;1;23;1500;400;
Apartment;Copacabana;1;0;0;24;1400;475;53
Apartment;Barra da Tijuca;5;3;4;260;10900;3000;550
Apartment;Maracanã;2;0;0;62;1300;450;46
Commercial Set;Centro;0;0;0;29;600;650;
Commercial Set;Del Castilho;0;1;0;28;1000;800;
Shed/Warehouse;Olaria;0;0;0;3800;65000;;2000
Apartment;Freguesia (Jacarepaguá);2;1;0;62;900;575;14
Apartment;Praça Seca;2;0;0;70;700;116;
Apartment;Leblon;3;1;0;110;4200;1100;
Apartment;Leme;1;0;0;40;1200;700;633
Apartment;Campo Grande;2;1;0;60;600;194;
Apartment;Barra da Tijuca;3;1;1;120;3250;1650;
Apartment;Recreio dos Bandeirantes;3;3;1;180;2000;1367;
Apartment;Santa Teresa;2;1;0;80;1800;450;220
Apartment;Copacabana;2;2;1;78;3680;841;
Apartment;Copacabana;3;1;0;177;2100;1856;
Apartment;Copacabana;2;0;0;66;2500;911;
Commercial Set;Centro;0;0;0;43;600;1190;242
Apartment;Jacarepaguá;3;1;1;68;1300;617;
Apartment;Ipanema;2;1;0;70;2900;1060;202
Apartment;Laranjeiras;4;1;1;170;5800;1700;2500
Commercial Set;Centro;0;0;0;219;18000;4312;1218
Apartment;Del Castilho;2;1;0;54;1800;432;
Apartment;Copacabana;1;0;1;40;1700;510;23
Store/Hall;Barra da Tijuca;0;3;0;450;30000;10112;6375
Commercial Set;Barra da Tijuca;0;1;0;59;1800;1958;405
Apartment;Barra da Tijuca;1;1;1;72;1800;920;198
Apartment;Ipanema;1;0;1;39;7000;460;1024
Store/Hall;Taquara;0;0;0;84;2500;;
Commercial Set;Centro;0;3;0;1322;125590;33050;6610
Flat;Jardim Botânico;2;1;2;50;3900;1800;170
Commercial Set;Leblon;0;2;0;150;35000;7623;
Apartment;Tijuca;2;1;1;120;1600;874;190
Apartment;Leblon;1;1;1;57;4300;1631;304
Apartment;Campo Grande;2;1;0;45;600;220;
Commercial Set;Centro;0;0;0;201;8400;4302;1245
Shed/Warehouse;Barra da Tijuca;0;0;0;140;4900;;
Apartment;Flamengo;2;1;0;63;2000;805;91
House;Curicica;2;0;0;100;1200;;43
Condominuim House;Curicica;2;1;1;110;2000;504;
Kitchenette;Praça da Bandeira;1;0;0;23;850;397;25
Commercial Set;Centro;0;0;0;6;1227;;
Apartment;Vila Isabel;1;1;0;66;1200;750;20
Apartment;Penha;3;0;0;88;1100;130;
Apartment;Barra da Tijuca;2;1;1;65;2400;860;140
Apartment;Copacabana;4;1;0;250;4500;2100;
Kitchenette;Catete;0;0;0;20;700;450;30
Condominuim House;Barra da Tijuca;3;2;3;349;8000;850;583
Apartment;Pechincha;2;1;1;65;1700;650;590
Apartment;Camorim;2;1;1;65;1200;630;
Whole Building;Botafogo;0;0;0;1200;80000;;3107
Whole Building;Santo Cristo;0;0;0;500;5500;;600
Commercial Set;Botafogo;0;3;0;134;12000;5111;816
Apartment;Ipanema;3;2;1;150;6300;2200;387
Apartment;Barra da Tijuca;2;1;1;91;4000;3435;545
Apartment;Lagoa;3;2;1;120;3500;1440;426
Apartment;Copacabana;2;0;0;90;2550;670;130
Commercial Set;Ipanema;0;0;0;45;4500;1400;400
Village House;Oswaldo Cruz;1;0;0;50;730;;
Commercial Set;Centro;0;0;0;30;600;370;185
Apartment;Laranjeiras;2;0;0;60;2400;150;120
Apartment;Irajá;2;1;0;58;1100;245;
Apartment;Barra da Tijuca;1;1;0;82;1700;2114;
Apartment;Ipanema;2;2;0;110;4200;1500;250
Apartment;Barra da Tijuca;2;1;2;77;1000;1104;72
Commercial Set;Freguesia (Jacarepaguá);0;1;0;23;500;530;47
Commercial Set;Centro;0;0;0;150;2000;2400;520
Apartment;Vila Isabel;2;1;0;68;1400;550;50
House;Guaratiba;2;0;0;89;700;180;
Commercial Set;Centro;0;0;0;170;5450;500;553
Apartment;Recreio dos Bandeirantes;3;2;1;103;3500;1000;200
Apartment;Barra da Tijuca;1;1;0;70;2000;1550;350
Apartment;Méier;2;0;0;45;1000;500;
Apartment;Centro;1;0;1;39;1650;580;51
Commercial Set;Cidade Nova;0;7;0;1102;77111;26988;1927
Village House;Engenho de Dentro;2;0;0;58;1000;;13
Commercial Set;Centro;0;0;0;80;3200;806;320
Garage;Centro;0;0;0;0;270;;
Apartment;Tijuca;2;0;0;90;1700;530;
Apartment;Recreio dos Bandeirantes;2;2;1;90;1500;826;85
Apartment;Catete;2;0;0;70;2100;565;99
Commercial Set;Centro;0;0;0;35;600;594;134
Condominuim House;Barra da Tijuca;4;4;0;800;15000;2000;
Apartment;Leme;4;0;1;185;1800;2000;270
Apartment;Barra da Tijuca;1;0;0;38;3600;;
Store/Hall;Freguesia (Jacarepaguá);0;0;0;120;9900;701;2003
Commercial Set;Recreio dos Bandeirantes;0;1;0;26;600;441;170
Apartment;Tijuca;2;1;0;70;2300;840;
Apartment;Barra da Tijuca;3;2;2;150;6700;2100;570
Apartment;Copacabana;3;0;0;106;2800;1052;170
Apartment;Recreio dos Bandeirantes;3;2;1;95;1950;680;190
Commercial Set;Recreio dos Bandeirantes;0;1;0;30;1000;400;1
Commercial Set;Del Castilho;0;1;0;30;1200;800;40
Apartment;Copacabana;3;2;2;200;7000;2600;480
Apartment;Botafogo;3;0;0;100;2300;670;127
Commercial Set;Centro;0;0;0;165;7920;3390;715
Commercial Set;Barra da Tijuca;0;1;0;50;1800;980;
Apartment;Lagoa;2;2;1;100;3500;750;
Apartment;Leblon;3;4;3;470;30000;6700;1300
Apartment;Flamengo;1;0;0;30;1350;250;40
Store/Hall;Copacabana;0;0;0;132;11000;772;1258
Apartment;Leblon;1;1;0;55;3000;728;183
Apartment;Freguesia (Jacarepaguá);3;2;0;148;1400;1060;1585
Condominuim House;Pechincha;1;0;0;72;1200;100;
Apartment;Leblon;3;2;3;180;8000;3000;900
Apartment;Rio Comprido;2;1;1;55;1200;716;
Apartment;Jacarepaguá;3;1;1;65;1800;785;79
Commercial Set;Centro;0;0;0;340;15343;7439;2146
Apartment;Barra da Tijuca;3;2;1;113;3200;1500;
Apartment;Barra da Tijuca;3;1;1;109;2800;1516;1819
Flat;Ipanema;1;1;1;80;6000;2700;300
Apartment;Copacabana;2;1;2;75;6490;1800;200
Condominuim House;Barra da Tijuca;4;2;2;385;6500;1150;800
Commercial Set;Centro;0;0;0;200;6800;;
Apartment;Leblon;2;1;1;80;12800;700;240
Condominuim House;Vargem Pequena;4;4;2;300;4000;600;
Condominuim House;Guaratiba;3;2;1;130;1800;;
Village House;Engenho Novo;3;0;0;80;1800;80;20
Apartment;Recreio dos Bandeirantes;3;1;1;166;3000;950;201
Store/Hall;Botafogo;0;0;0;184;12000;;837
Apartment;Lagoa;3;2;1;160;8500;2243;461
Village House;Flamengo;3;0;0;132;4800;;500
Whole Building;Centro;0;0;0;1042;28000;;7033
Apartment;Barra da Tijuca;4;3;4;340;7909;;
Apartment;Leblon;4;2;1;280;17000;5000;12000
Apartment;Barra da Tijuca;4;3;4;237;8100;3500;400
Apartment;Copacabana;3;1;0;95;2900;1200;160
Apartment;Campo Grande;3;0;2;80;1200;;2
Shopping Store/Commercial Center;Recreio dos Bandeirantes;0;0;0;50;3500;250;2451
Commercial Set;Barra da Tijuca;0;4;0;235;10000;4297;385
Commercial Set;Centro;0;0;0;25;700;409;83
Apartment;Barra da Tijuca;3;2;1;134;10000;2600;600
Whole Building;Méier;0;10;0;2000;30000;;6600
Condominuim House;Joá;6;3;5;690;15000;1500;1250
Apartment;Copacabana;3;0;1;110;3000;1400;
Commercial Set;Centro;0;0;0;360;14000;3767;1770
Apartment;Recreio dos Bandeirantes;2;1;1;75;1800;750;120
Apartment;Copacabana;3;0;0;195;5000;1540;231
Shed/Warehouse;Taquara;0;2;0;200;2500;;60
Commercial Set;Centro;0;0;0;200;9950;4960;971
Apartment;Campo Grande;2;0;0;41;950;345;
Commercial Set;Centro;0;0;0;60;700;1075;219
Shed/Warehouse;Olaria;0;0;0;1236;12000;;2426
Apartment;Barra da Tijuca;1;1;0;50;2000;1130;
Apartment;Tijuca;2;1;0;64;1150;695;60
Commercial Set;Centro;0;0;0;90;5500;2700;362
Kitchenette;Tijuca;1;0;0;27;900;385;20
Apartment;Barra da Tijuca;3;2;2;250;6000;1230;
House;Catete;10;0;10;200;15000;;200
Apartment;Copacabana;2;0;0;65;2200;350;20
Apartment;Laranjeiras;2;1;0;66;2100;900;93
House;Irajá;1;0;0;45;600;;17
Apartment;Recreio dos Bandeirantes;2;1;1;75;1950;900;
Commercial Set;Pilares;0;1;0;30;700;450;
Apartment;Ipanema;3;2;1;130;6500;1350;576
Shed/Warehouse;Camorim;0;0;0;800;9000;;12000
Commercial Set;Barra da Tijuca;0;6;0;165;6500;3000;900
Apartment;Barra da Tijuca;3;2;1;117;4500;990;684
Apartment;Ipanema;3;3;2;270;18000;2100;900
Commercial Set;Tijuca;0;0;0;100;820;;814
Condominuim House;Barra da Tijuca;7;4;5;622;10000;1380;1486
Apartment;Copacabana;2;1;0;70;2500;946;125
Commercial Set;Barra da Tijuca;0;1;0;80;3200;1079;883
Apartment;Grajaú;2;0;0;47;1150;454;
House;Barra da Tijuca;5;4;2;421;12000;1668;1250
Apartment;Praça da Bandeira;1;0;0;30;900;310;
Commercial Set;Copacabana;0;0;0;300;9700;3000;1607
Commercial Set;Centro;0;0;0;64;580;960;259
Apartment;Botafogo;3;1;3;108;6000;1380;364
Store/Hall;Praça da Bandeira;0;0;0;180;5000;;
Apartment;Recreio dos Bandeirantes;3;2;1;126;2500;600;130
Apartment;Barra da Tijuca;3;0;1;80;3500;500;13
Flat;Leblon;1;1;0;50;4300;1897;214
Apartment;Barra da Tijuca;4;3;4;262;18000;1850;9000
Apartment;Campo Grande;1;0;0;65;650;110;
Apartment;Ipanema;4;2;3;250;20500;2536;
Apartment;Recreio dos Bandeirantes;3;2;1;110;2300;755;
Apartment;Ipanema;3;1;1;120;5200;1700;171
Commercial Set;Copacabana;0;0;0;30;1000;700;100
Apartment;Copacabana;1;0;0;27;1200;300;
Apartment;Barra da Tijuca;4;0;3;276;6500;1700;800
Commercial Set;Centro;0;0;0;33;900;750;148
Commercial Set;Centro;0;0;0;310;8500;4200;1130
Apartment;Barra da Tijuca;2;1;1;63;2100;1400;110
Apartment;Leblon;2;2;1;94;7500;1211;
Commercial Set;Castelo;0;0;0;28;870;432;135
Shed/Warehouse;Centro;0;83;0;34677;898134;;
Apartment;Todos os Santos;3;1;0;60;1400;280;35
Commercial Set;Barra da Tijuca;0;1;0;36;1600;700;190
Commercial Set;Centro;0;0;0;90;1000;1886;318
Apartment;Taquara;2;1;0;52;900;526;38
Apartment;Tijuca;3;1;1;90;2200;716;
Apartment;Barra da Tijuca;1;1;0;62;3000;1300;
Apartment;Copacabana;2;1;1;84;3800;737;
Apartment;São Conrado;4;3;3;285;12000;2800;
Apartment;Barra da Tijuca;2;1;1;65;1500;944;112
Apartment;Freguesia (Jacarepaguá);3;2;1;116;2200;1100;150
Shed/Warehouse;Campo Grande;0;4;0;1601;27217;4418;960
Apartment;Barra da Tijuca;2;2;1;117;6000;2100;730
Commercial Set;Centro;0;14;0;600;20000;2430;1318
Whole Building;São Cristóvão;0;4;0;864;12000;;
Shed/Warehouse;Del Castilho;0;0;0;1200;13000;;34
Apartment;Barra da Tijuca;3;2;3;105;3000;1500;280
Shopping Store/Commercial Center;Ipanema;0;1;0;28;4500;1500;450
Commercial Set;Barra da Tijuca;0;2;0;65;3000;2801;696
Commercial Set;Centro;0;0;0;31;450;660;84
Condominuim House;Recreio dos Bandeirantes;5;2;4;197;4000;960;353
Commercial Set;Centro;0;0;0;156;7000;1100;
Shed/Warehouse;Gardênia Azul;0;0;0;500;7500;;425
Apartment;Urca;1;0;0;45;2300;330;75
Commercial Set;Taquara;0;1;0;23;500;394;56
Commercial Set;Freguesia (Jacarepaguá);0;0;0;30;600;700;70
Apartment;Lagoa;3;1;0;105;4200;;
Apartment;Copacabana;3;1;1;90;2800;930;80
Commercial Set;Centro;0;1;0;27;750;550;
Apartment;Barra da Tijuca;4;4;2;400;13000;1800;1500
Apartment;Barra da Tijuca;3;2;2;127;3250;1400;413
Apartment;Barra da Tijuca;4;4;4;235;12700;4400;1442
Apartment;Pechincha;2;1;1;75;1600;630;
Apartment;Barra da Tijuca;2;1;2;86;2600;1200;250
Apartment;Botafogo;2;0;1;122;3000;732;
Apartment;Ipanema;3;1;1;80;3900;1368;1136
Commercial Set;Centro;0;6;0;262;39324;5164;
Shed/Warehouse;Ramos;0;6;0;400;4100;;500
Commercial Set;Botafogo;0;3;0;240;19000;9000;1600
Kitchenette;Botafogo;1;0;0;26;1200;320;
Apartment;Tijuca;2;1;1;70;2100;7409;
Apartment;Barra da Tijuca;2;1;0;70;1600;752;100
Commercial Set;Centro;0;8;0;361;28880;8375;2581
Commercial Set;Vicente de Carvalho;0;2;0;53;2400;1500;
Apartment;Quintino Bocaiúva;3;1;0;54;1200;393;
Apartment;Barra da Tijuca;1;1;0;52;2000;1966;450
Apartment;Ipanema;3;1;0;120;4100;1100;217
Commercial Set;Centro;0;5;0;541;47674;9210;
Apartment;Copacabana;2;0;0;80;4300;800;
Commercial Set;Barra da Tijuca;0;3;0;75;2400;1800;
Apartment;Campo Grande;2;1;0;45;900;305;
Apartment;Copacabana;3;1;1;228;3800;1800;420
Apartment;Riachuelo;2;0;0;73;900;350;17
Village House;Botafogo;2;0;0;60;2900;;68
Apartment;Barra da Tijuca;2;1;1;75;2500;750;150
Apartment;Leblon;3;1;0;95;4500;1159;249
Commercial Set;Centro;0;1;0;36;1500;625;779
Commercial Set;Santo Cristo;0;5;0;170;8000;3500;800
Kitchenette;Tijuca;1;0;0;25;1000;449;
Condominuim House;Barra da Tijuca;5;5;3;681;20000;1900;18000
Apartment;Tomás Coelho;2;1;0;48;800;223;
Apartment;Vila Isabel;3;0;0;96;1400;713;
Commercial House;Itanhangá;0;2;0;350;9000;1;
Shed/Warehouse;Recreio dos Bandeirantes;0;0;0;2000;23000;;1088
Apartment;Leblon;4;3;1;1180;8000;1500;565
Apartment;Barra da Tijuca;1;1;0;55;3000;1238;
Apartment;Botafogo;3;1;2;108;5950;1400;289
Commercial Set;Barra da Tijuca;0;1;0;32;950;947;253
Commercial Set;Centro;0;0;0;42;1800;350;91
Commercial Set;Centro;0;0;0;29;490;660;116
Apartment;Laranjeiras;2;0;0;50;1400;410;29
Apartment;Copacabana;2;0;0;74;3000;660;162
Apartment;Flamengo;2;1;0;77;2200;966;75
Apartment;Leblon;3;1;1;155;7300;2650;450
Store/Hall;Maracanã;0;0;0;800;25000;;
Apartment;Sampaio;2;1;0;76;1100;650;13
Shopping Store/Commercial Center;Gávea;0;0;0;122;13900;5200;
Apartment;Barra da Tijuca;3;3;3;206;8000;3000;
Store/Hall;Senador Vasconcelos;0;0;0;100;3000;;
Commercial Set;Barra da Tijuca;0;1;0;27;1800;1800;112
Apartment;Barra da Tijuca;3;2;1;110;3200;1311;271
Shopping Store/Commercial Center;Ipanema;0;1;0;30;2500;1400;220
Whole Building;Barra da Tijuca;0;27;0;1300;130000;;13000
Apartment;Vista Alegre;2;1;0;77;1300;170;
Apartment;Copacabana;2;2;1;90;6000;1160;260
Apartment;Lagoa;4;3;4;190;24900;3710;
Flat;Botafogo;2;2;1;83;3691;1900;3000
Commercial Set;Vicente de Carvalho;0;1;0;25;900;648;2
Apartment;Barra da Tijuca;1;1;0;55;1500;2092;400
Commercial Set;Copacabana;0;0;0;30;750;640;178
Apartment;Barra da Tijuca;4;3;4;281;15000;5000;1300
Apartment;Méier;1;1;0;87;1100;411;
Apartment;Leblon;5;5;5;900;30000;1500;2600
Apartment;Ipanema;3;1;1;152;7400;1890;706
Apartment;Botafogo;3;1;1;108;2500;1200;
Apartment;Méier;2;1;0;65;1000;300;13
Commercial Set;Recreio dos Bandeirantes;0;1;0;28;1300;250;
Apartment;Copacabana;3;1;1;171;7000;1317;364
Apartment;Barra da Tijuca;4;3;3;550;24000;8000;2000
Apartment;Recreio dos Bandeirantes;3;2;3;192;7500;960;2700
Apartment;Barra da Tijuca;4;0;4;206;6500;3000;
Apartment;Recreio dos Bandeirantes;2;2;1;85;1400;940;
Commercial Set;Centro;0;0;0;106;3500;2112;505
Apartment;Grajaú;1;1;0;50;1100;500;
Commercial Set;Barra da Tijuca;0;0;0;60;1100;2730;11620
Apartment;Flamengo;2;0;0;93;4000;550;1500
Apartment;Recreio dos Bandeirantes;4;3;4;380;7500;1000;900
Apartment;Ipanema;3;3;3;188;14000;3800;900
Apartment;Leblon;2;0;0;86;4300;250;
Commercial Set;Leblon;0;0;0;300;60000;3000;1960
House;Jacarepaguá;2;1;1;70;1400;;130
Commercial Set;Centro;0;0;0;38;1000;1200;121
Apartment;Recreio dos Bandeirantes;3;2;3;195;3950;1000;450
Apartment;Santa Teresa;4;0;0;160;3000;200;85
Commercial Set;Barra da Tijuca;0;1;0;22;1100;650;130
Apartment;Leblon;3;1;1;100;4500;1380;380
Apartment;Freguesia (Jacarepaguá);2;1;1;92;1400;921;
Apartment;Flamengo;4;1;1;240;8800;1700;
Apartment;Flamengo;3;1;0;100;3650;1000;134
Apartment;Barra da Tijuca;4;3;4;288;10000;3800;
Commercial Set;Taquara;0;0;0;60;700;;87
Apartment;Freguesia (Jacarepaguá);2;0;1;77;1300;650;76
Apartment;Leblon;2;1;0;70;4200;1100;200
Kitchenette;Laranjeiras;1;0;0;30;1200;380;
Apartment;Centro;1;0;0;40;1100;707;70
House;Recreio dos Bandeirantes;4;3;2;510;10000;1100;760
Commercial Set;Centro;0;0;0;20;500;390;
Apartment;Copacabana;1;0;0;30;2900;;
Commercial House;Vila Isabel;0;4;0;180;3700;;100
Commercial Set;Centro;0;0;0;379;15160;5613;1843
Commercial Set;Centro;0;8;0;801;130000;30154;2926
Commercial Set;Barra da Tijuca;0;1;0;35;1200;1200;245
Apartment;Copacabana;1;1;0;55;4000;1200;
Commercial Set;Jardim Botânico;0;1;0;51;3200;1100;664
Store/Hall;Campo Grande;0;0;0;45;1200;;
Apartment;Praça Seca;2;1;0;74;700;250;13
Apartment;Copacabana;3;0;1;131;5000;1400;321
Apartment;Leblon;3;2;1;100;3950;2195;254
House;Barra da Tijuca;6;4;3;430;7500;150;
Apartment;Copacabana;1;0;0;42;1600;590;
Apartment;Jacarepaguá;2;1;0;48;1700;350;
Commercial Set;Jacarepaguá;0;2;0;91;2350;1117;105
Flat;Leblon;1;1;1;40;6000;;
Commercial Set;Cachambi;0;1;0;28;1000;757;101
Commercial Set;Barra da Tijuca;0;1;0;30;1200;979;160
Shed/Warehouse;Curicica;0;6;0;893;33934;5340;3107
Commercial Set;Centro;0;0;0;35;450;1012;
Commercial Set;Centro;0;0;0;1141;62744;22109;3172
Loft;Barra da Tijuca;1;1;1;100;6000;1500;200
Apartment;Tijuca;3;1;0;80;2600;800;
Kitchenette;Botafogo;0;0;0;23;1000;390;30
Apartment;Jacarepaguá;2;1;1;80;2200;1300;1080
Apartment;Catete;1;0;0;47;1900;380;
Apartment;Vargem Grande;2;1;1;68;1200;332;27
Commercial Set;Barra da Tijuca;0;1;0;40;2000;850;250
Apartment;Jacarepaguá;2;1;2;64;1700;1400;77
Apartment;Leblon;3;2;1;330;14000;6600;1533
Apartment;Ipanema;3;2;1;200;15000;1900;5600
Apartment;Maracanã;3;0;0;95;2200;400;93
Apartment;Méier;3;2;1;108;1900;830;
Apartment;Jacarepaguá;3;1;1;72;2200;600;70
Apartment;Jardim Botânico;3;1;1;115;4800;1600;360
Apartment;Copacabana;1;0;1;52;1500;530;24
Apartment;Catete;1;0;0;29;1100;320;25
Commercial Set;Recreio dos Bandeirantes;0;1;0;32;900;500;135
Apartment;Gávea;1;1;0;52;2800;775;106
Apartment;Flamengo;3;1;0;100;3500;785;
Apartment;São Cristóvão;1;0;0;55;900;450;
Apartment;Barra da Tijuca;2;1;1;70;2500;1130;1500
Store/Hall;Flamengo;0;0;0;67;3000;;
Commercial Set;Lapa;0;1;0;23;750;108;83
Apartment;Barra da Tijuca;4;4;4;261;9000;2480;
Apartment;Recreio dos Bandeirantes;2;1;1;67;2100;760;100
Whole Building;Centro;0;0;0;159;15000;;86
Apartment;Engenho Novo;2;1;0;67;700;551;35
Commercial Set;Cidade Nova;0;20;0;2400;144000;32505;
Condominuim House;Campo Grande;2;0;2;100;2200;420;
Apartment;Botafogo;2;0;0;70;2100;550;97
Apartment;Leblon;3;1;0;120;4700;1000;346
Apartment;Botafogo;2;1;1;72;3300;702;164
Commercial Set;Taquara;0;1;0;24;500;430;50
Store/Hall;Botafogo;0;0;0;157;5000;;1180
Apartment;Botafogo;1;0;1;90;3500;1000;380
Apartment;Ipanema;3;1;0;95;3900;1500;230
Kitchenette;Copacabana;0;0;0;35;2500;472;25
Apartment;Barra da Tijuca;3;2;1;95;3000;925;220
Apartment;Flamengo;1;0;0;50;1600;580;
Apartment;Freguesia (Jacarepaguá);2;1;1;53;1300;580;
Store/Hall;Barra da Tijuca;0;1;0;100;10000;1400;1600
Condominuim House;Barra da Tijuca;4;4;2;600;30000;1100;1300
Store/Hall;Pechincha;0;6;0;579;10000;;2976
Apartment;Tanque;3;1;1;73;1300;784;84
Apartment;Tijuca;2;0;0;61;1700;690;89
Apartment;Barra da Tijuca;2;2;1;78;4200;3110;471
Flat;Botafogo;1;1;0;50;2400;1100;30
Apartment;Campo Grande;2;1;1;70;1100;460;
Apartment;Freguesia (Jacarepaguá);1;1;0;56;1200;647;
Apartment;Vila Isabel;2;0;0;45;1500;178;12
Shopping Store/Commercial Center;Centro;0;0;0;36;8000;;273
Apartment;Barra da Tijuca;4;0;4;206;7000;;
Store/Hall;Jardim Botânico;0;0;0;53;9200;;
Apartment;Ipanema;3;2;1;300;8900;1750;550
Commercial Set;Centro;0;0;0;68;1500;900;
Commercial Set;Barra da Tijuca;0;1;0;24;800;297;56
Apartment;Barra da Tijuca;2;1;1;108;3300;550;
Apartment;Copacabana;4;0;1;190;4000;2750;
Commercial Set;Glória;0;20;0;900;44000;19000;
Condominuim House;Freguesia (Jacarepaguá);3;3;3;128;3800;460;1500
Apartment;Lagoa;2;3;2;120;10000;3000;1120
Apartment;Ipanema;2;1;1;90;9000;2500;
Apartment;Copacabana;1;0;0;42;4000;2060;30
Condominuim House;Recreio dos Bandeirantes;4;2;2;260;5800;1000;
Commercial Set;Tijuca;0;1;0;40;1450;771;146
Apartment;Copacabana;3;0;1;200;7500;1300;240
Commercial Set;São Conrado;0;1;0;60;3000;1934;329
Apartment;Recreio dos Bandeirantes;3;1;1;115;1500;780;270
Apartment;Taquara;2;1;1;56;1300;360;60
Apartment;Ipanema;2;1;1;97;8000;4700;4725
Store/Hall;Leblon;0;0;0;997;200000;;
Commercial Set;Barra da Tijuca;0;2;0;72;2250;2600;
Apartment;Jardim Botânico;3;1;1;105;4000;1640;268
Apartment;Barra da Tijuca;3;2;1;150;12000;2600;7000
Apartment;Jardim Oceânico;5;4;4;210;11000;1800;
Apartment;Copacabana;2;2;1;110;5000;950;150
Apartment;Centro;1;0;0;40;1050;340;
Apartment;Cascadura;1;0;0;54;760;80;
Apartment;Flamengo;2;1;1;211;4500;2165;
Store/Hall;Leblon;0;0;0;12;1600;447;
Commercial Set;Barra da Tijuca;0;1;0;22;700;666;106
Commercial Set;Centro;0;1;0;782;50830;24242;2643
Apartment;Zumbi;3;0;0;90;2700;1600;172
Apartment;Ipanema;4;1;1;120;6000;1300;
Commercial Set;Barra da Tijuca;0;1;0;38;1200;1200;300
Apartment;Copacabana;2;1;1;162;4490;1400;400
Apartment;Recreio dos Bandeirantes;1;1;0;40;1800;350;112
Commercial Set;Barra da Tijuca;0;1;0;61;4200;1260;592
Apartment;Copacabana;3;1;1;190;8500;1234;324
Whole Building;Maracanã;0;0;0;390;12000;;1500
Commercial Set;Recreio dos Bandeirantes;0;1;0;30;1700;565;150
Kitchenette;Catete;0;0;0;24;1300;;
Commercial Set;Recreio dos Bandeirantes;0;0;0;30;1400;550;
Apartment;Leme;2;0;0;50;2800;630;
Apartment;Campo Grande;2;1;0;60;590;413;
Apartment;Lagoa;2;0;0;68;2800;919;
Apartment;Penha Circular;2;0;0;70;930;120;30
Apartment;Flamengo;1;0;0;40;1700;540;30
Apartment;Vila Valqueire;2;1;0;100;1000;300;13
Commercial Set;Centro;0;0;0;150;4000;4126;650
Apartment;Jacarepaguá;3;2;1;83;2000;992;965
Apartment;Copacabana;4;1;1;260;5800;2200;430
Apartment;Barra da Tijuca;4;2;2;140;4500;1780;6900
Apartment;Freguesia (Jacarepaguá);2;1;0;55;1000;330;37
Apartment;Leblon;3;1;0;82;3800;1281;180
Apartment;Jardim Botânico;2;1;0;98;3100;800;195
Apartment;Lagoa;3;2;1;117;4900;1100;587
Commercial Set;Del Castilho;0;1;0;29;1500;760;
Commercial Set;Leblon;0;1;0;33;4000;1100;140
Commercial Set;Barra da Tijuca;0;0;0;24;2000;750;300
Commercial Set;Centro;0;0;0;50;1600;630;200
Commercial Set;Leblon;0;1;0;30;3500;950;900
Apartment;Barra da Tijuca;4;2;2;140;5300;1410;890
Apartment;Barra da Tijuca;1;1;1;60;6500;;
Apartment;Jacarepaguá;3;1;1;98;2300;810;130
Apartment;Freguesia (Jacarepaguá);3;1;1;90;1800;680;
Kitchenette;Centro;1;0;0;29;1200;325;
Apartment;Vila Isabel;2;1;0;60;1200;550;76
Apartment;Tijuca;1;0;0;45;1300;400;
Apartment;Lagoa;2;1;1;93;2700;1624;285
Apartment;Cachambi;2;1;0;57;1500;554;13
House;Campo Grande;2;4;0;60;1600;;
Apartment;Recreio dos Bandeirantes;2;1;2;106;1600;545;
Apartment;Grajaú;2;0;0;50;1150;454;
Apartment;Barra da Tijuca;3;2;1;126;4500;1850;3795
Apartment;Ipanema;2;1;2;85;10000;3900;300
House;Recreio dos Bandeirantes;3;20;1;100;8000;;
Apartment;Tijuca;1;0;0;45;1000;440;
Apartment;Andaraí;3;2;0;80;1797;651;70
Commercial Set;Barra da Tijuca;0;1;0;45;1700;1420;
Shed/Warehouse;São Cristóvão;0;0;0;2400;25000;;6000
Apartment;Engenho Novo;2;1;0;52;1200;379;7
Apartment;Barra da Tijuca;3;2;1;160;3800;1430;4213
Apartment;Barra da Tijuca;2;1;1;66;2400;1126;170
Apartment;Leblon;3;2;1;160;12000;2790;640
Apartment;Freguesia (Jacarepaguá);3;2;1;132;2700;1140;208
Commercial Set;Ipanema;0;0;0;30;3000;930;241
Apartment;Engenho Novo;3;0;0;95;900;250;15
Commercial Set;Centro;0;0;0;191;8000;2834;699
Apartment;Leblon;4;2;4;210;16000;4200;1764
Apartment;Barra da Tijuca;2;1;1;104;3800;6552570;655
Apartment;Ipanema;3;2;3;300;28000;3308;
Condominuim House;Barra da Tijuca;5;6;5;1200;32000;2134;17480
Apartment;Copacabana;3;1;0;100;4000;1175;136
